navigationalstatus,sog,cog,heading,shiptype,width,length,draught
Under way using engine,10.1,164.1,160.0,Cargo,15.0,92.0,5.0
Under way using engine,19.4,338.1,337.0,Passenger,26.0,186.0,5.8
Under way using engine,12.7,66.6,64.0,Military,20.0,139.0,6.3
Under way using engine,15.0,340.6,340.0,Cargo,16.0,103.0,4.8
Moored,10.8,115.1,115.0,Cargo,16.0,105.0,3.5
Under way using engine,13.4,161.4,158.0,Cargo,32.0,190.0,7.3
Under way using engine,10.2,219.3,222.0,Cargo,12.0,88.0,5.5
Under way using engine,14.3,261.9,260.0,Cargo,25.0,148.0,7.4
Under way using engine,14.8,353.1,354.0,Cargo,21.0,142.0,6.6
Under way using engine,12.2,145.9,147.0,Tanker,17.0,100.0,6.1
Under way using engine,8.9,316.6,313.0,Cargo,13.0,80.0,4.4
Under way using engine,7.9,62.2,172.0,Cargo,6.0,16.0,2.4
Under way using engine,12.3,24.5,25.0,Tanker,32.0,194.0,9.6
Under way using engine,8.3,136.2,138.0,Cargo,15.0,114.0,6.4
Under way using engine,9.8,122.0,123.0,Cargo,11.0,72.0,2.8
Under way using engine,15.7,167.8,165.0,Cargo,23.0,134.0,8.3
Under way using engine,17.9,340.9,339.0,Cargo,22.0,141.0,7.1
Under way using engine,9.3,137.0,137.0,Tug,20.0,126.0,4.8
Under way using engine,13.3,47.8,47.0,Passenger,28.0,171.0,6.3
Under way using engine,10.2,219.7,221.0,Cargo,12.0,88.0,5.5
Under way using engine,14.8,340.0,340.0,Cargo,16.0,103.0,4.8
Under way using engine,12.4,156.0,155.0,Tanker,42.0,247.0,8.4
Under way using engine,15.9,39.0,36.0,Cargo,25.0,172.0,10.5
Under way sailing,11.9,323.5,322.0,Fishing,15.0,49.0,7.7
Under way using engine,10.7,172.4,172.0,Cargo,12.0,83.0,3.7
Under way using engine,10.4,130.2,130.0,Tanker,42.0,246.0,7.0
Under way using engine,9.2,115.2,114.0,Dredging,9.0,50.0,3.8
Under way using engine,2.3,54.0,175.0,Passenger,24.0,134.0,5.4
Under way using engine,11.5,282.0,279.0,Fishing,11.0,49.0,6.5
Engaged in fishing,2.6,97.3,89.0,Fishing,4.0,20.0,3.5
Under way using engine,14.0,8.4,184.0,Military,14.0,110.0,8.0
Under way using engine,10.2,341.6,340.0,Tug,9.0,28.0,3.2
Under way using engine,17.0,37.4,36.0,Cargo,25.0,172.0,10.5
Under way using engine,10.4,129.8,130.0,Tanker,42.0,246.0,7.0
Under way using engine,9.5,6.4,11.0,Cargo,14.0,98.0,4.0
Under way using engine,10.9,342.9,343.0,Cargo,16.0,116.0,6.3
Under way using engine,11.9,355.9,358.0,Cargo,15.0,101.0,6.2
Under way using engine,12.4,172.2,171.0,Cargo,16.0,86.0,5.9
Under way using engine,13.1,340.5,339.0,Cargo,32.0,229.0,14.2
Under way using engine,11.0,343.2,343.0,Cargo,16.0,116.0,6.3
Under way using engine,9.1,208.1,211.0,Tanker,32.0,183.0,7.1
Under way using engine,10.3,159.7,160.0,Cargo,16.0,114.0,7.3
Under way using engine,12.4,157.0,165.0,Tanker,42.0,247.0,8.4
Under way using engine,12.9,166.7,166.0,Cargo,32.0,189.0,6.3
Under way using engine,13.4,56.6,56.0,Military,20.0,139.0,6.3
Under way using engine,11.5,289.4,290.0,Fishing,11.0,49.0,6.5
Under way using engine,13.3,348.4,350.0,Cargo,14.0,90.0,5.4
Under way using engine,21.7,180.7,181.0,HSC,6.0,24.0,1.9
Under way using engine,11.4,158.6,160.0,Cargo,16.0,100.0,3.6
Constrained by her draught,12.3,3.3,0.0,Cargo,32.0,225.0,14.6
Under way using engine,12.4,172.0,172.0,Cargo,16.0,86.0,5.9
Under way using engine,11.6,229.0,231.0,Cargo,32.0,190.0,12.3
Under way using engine,14.8,19.6,18.0,Passenger,28.0,171.0,6.3
Under way using engine,11.9,5.8,8.0,Fishing,11.0,53.0,7.2
Under way using engine,13.1,340.3,339.0,Cargo,32.0,189.0,11.3
Under way using engine,20.6,178.4,179.0,Law enforcement,8.0,20.0,2.0
Under way using engine,13.2,138.6,137.0,Cargo,32.0,200.0,7.4
Under way using engine,11.0,229.0,231.0,Tanker,13.0,87.0,5.7
Under way using engine,12.6,346.0,346.0,Cargo,14.0,110.0,5.9
Under way using engine,7.2,335.6,330.0,Cargo,13.0,88.0,5.4
Under way using engine,14.9,190.6,191.0,Cargo,20.0,139.0,5.6
Under way using engine,8.8,342.9,345.0,Military,8.0,37.0,3.1
Under way using engine,12.3,146.1,147.0,Tanker,17.0,100.0,6.1
Under way using engine,13.4,212.2,217.0,Tanker,32.0,183.0,11.2
Moored,11.8,116.6,115.0,Cargo,16.0,105.0,3.5
Under way using engine,12.6,346.4,346.0,Cargo,14.0,110.0,5.9
Under way using engine,18.9,339.2,338.0,Passenger,26.0,186.0,5.8
Under way using engine,9.1,315.4,314.0,Cargo,13.0,80.0,4.4
Under way using engine,21.7,179.4,178.0,HSC,6.0,24.0,1.9
Under way using engine,14.5,62.0,61.0,Military,20.0,139.0,6.3
Under way using engine,13.2,307.8,207.0,Pilot,4.0,14.0,1.5
Under way using engine,15.9,67.1,64.0,Cargo,25.0,184.0,9.9
Under way using engine,12.0,7.3,9.0,Fishing,11.0,53.0,7.2
Under way using engine,17.8,340.8,340.0,Cargo,22.0,141.0,7.1
Under way using engine,11.6,225.0,225.0,Cargo,32.0,190.0,12.3
Under way using engine,9.2,164.7,157.0,Cargo,15.0,92.0,5.0
Under way using engine,13.5,139.2,137.0,Cargo,32.0,200.0,7.4
Under way sailing,12.1,322.5,322.0,Fishing,15.0,49.0,7.7
Under way using engine,14.9,159.1,157.0,Cargo,23.0,134.0,8.3
Under way using engine,9.8,6.6,11.0,Cargo,14.0,98.0,4.0
Under way using engine,11.8,43.1,41.0,Tanker,27.0,184.0,10.8
Under way using engine,9.3,187.6,187.0,Cargo,16.0,99.0,7.2
Under way using engine,12.5,11.7,9.0,Tanker,32.0,194.0,9.6
Under way using engine,10.3,343.0,343.0,Cargo,12.0,89.0,4.4
Under way using engine,8.0,161.9,163.0,Tanker,32.0,183.0,6.5
Restricted maneuverability,5.7,15.1,15.0,Towing long/wide,8.0,24.0,2.8
Under way using engine,11.8,128.0,130.0,Tanker,17.0,119.0,5.3
Under way using engine,10.0,170.4,170.0,Cargo,12.0,82.0,3.2
Under way using engine,8.1,61.7,172.0,Cargo,6.0,16.0,2.4
Restricted maneuverability,5.7,15.5,15.0,Towing long/wide,8.0,24.0,2.8
Under way using engine,9.9,136.0,137.0,Cargo,11.0,72.0,2.8
Under way using engine,10.9,271.9,269.0,Tanker,13.0,80.0,4.7
Under way using engine,12.0,41.6,42.0,Tanker,27.0,184.0,10.8
Under way using engine,12.3,209.4,212.0,Fishing,12.0,48.0,6.5
Under way using engine,17.1,41.6,38.0,Cargo,25.0,172.0,10.5
Engaged in fishing,3.0,311.0,304.0,Fishing,5.0,26.0,7.0
Under way using engine,7.3,61.9,60.0,Dredging,12.0,66.0,4.5
Under way using engine,5.4,89.2,86.0,Cargo,13.0,90.0,3.4
Under way using engine,8.5,133.2,138.0,Cargo,22.0,140.0,6.0
Under way using engine,17.9,341.4,339.0,Cargo,22.0,141.0,7.1
Under way using engine,11.4,299.6,301.0,Fishing,11.0,49.0,6.5
Under way using engine,13.5,221.1,222.0,Tanker,32.0,183.0,11.2
Under way using engine,10.6,320.0,319.0,Cargo,12.0,89.0,4.4
Under way using engine,14.6,14.6,16.0,Cargo,21.0,142.0,6.6
Under way using engine,13.4,338.8,337.0,Cargo,32.0,189.0,11.3
Under way using engine,11.7,309.3,309.0,Cargo,15.0,94.0,4.3
Constrained by her draught,12.3,64.0,60.0,Cargo,32.0,225.0,14.6
Under way using engine,12.2,167.4,165.0,Cargo,32.0,189.0,6.3
Under way using engine,19.0,338.2,337.0,Passenger,26.0,186.0,5.8
Under way using engine,14.8,156.0,157.0,Cargo,23.0,134.0,8.3
Under way using engine,10.8,222.0,219.0,Tanker,13.0,87.0,5.7
Under way using engine,13.3,168.6,167.0,Cargo,32.0,190.0,7.3
Under way using engine,10.7,169.6,170.0,Cargo,12.0,83.0,3.7
Under way using engine,14.8,339.2,339.0,Cargo,16.0,103.0,4.8
Under way using engine,13.0,115.4,118.0,Cargo,22.0,140.0,6.0
Under way using engine,13.1,323.7,324.0,Cargo,32.0,229.0,14.2
Under way using engine,13.9,41.1,184.0,Military,14.0,110.0,8.0
Under way sailing,11.8,323.6,323.0,Fishing,15.0,49.0,7.7
Under way using engine,8.2,46.7,172.0,Cargo,6.0,16.0,2.4
Under way using engine,14.9,63.9,65.0,Military,20.0,139.0,6.3
Under way using engine,9.0,313.6,313.0,Cargo,13.0,80.0,4.4
Under way using engine,15.9,53.7,55.0,Cargo,25.0,184.0,9.9
Under way using engine,13.9,40.9,184.0,Military,14.0,110.0,8.0
Under way using engine,17.0,35.0,33.0,Cargo,25.0,172.0,10.5
Under way using engine,21.7,177.1,177.0,HSC,6.0,24.0,1.9
Under way using engine,17.5,2.7,1.0,Passenger,28.0,171.0,6.3
Under way using engine,11.6,6.5,8.0,Cargo,15.0,128.0,5.8
Under way using engine,7.0,331.9,333.0,Cargo,13.0,88.0,5.4
Under way using engine,11.5,116.0,114.0,Cargo,16.0,105.0,3.5
Under way using engine,9.4,135.0,137.0,Tug,20.0,126.0,4.8
Under way using engine,10.4,224.0,225.0,Cargo,32.0,190.0,12.3
Under way using engine,14.0,197.3,197.0,Cargo,19.0,140.0,6.1
Under way using engine,12.5,171.3,173.0,Fishing,12.0,48.0,6.5
Under way using engine,14.6,330.8,330.0,Cargo,16.0,103.0,4.8
Engaged in fishing,2.7,165.0,157.0,Fishing,4.0,20.0,3.5
Under way using engine,16.1,54.0,54.0,Cargo,25.0,184.0,9.9
Under way using engine,9.3,128.3,127.0,Tanker,42.0,246.0,7.0
Under way using engine,12.1,146.2,148.0,Tanker,17.0,100.0,6.1
Under way using engine,18.9,340.4,339.0,Passenger,26.0,186.0,5.8
Engaged in fishing,2.7,298.6,295.0,Fishing,6.0,17.0,3.8
Under way using engine,8.4,170.4,172.0,Cargo,25.0,148.0,7.4
Under way using engine,13.2,310.0,207.0,Pilot,4.0,14.0,1.5
Under way using engine,13.2,329.1,328.0,Cargo,32.0,229.0,14.2
Under way using engine,13.1,345.3,349.0,Cargo,14.0,90.0,5.4
Under way using engine,7.2,78.9,77.0,Cargo,13.0,90.0,3.4
Under way using engine,12.9,171.0,172.0,Tanker,42.0,247.0,8.4
Under way using engine,12.3,165.8,166.0,Cargo,32.0,189.0,6.3
Under way using engine,9.1,159.7,161.0,Cargo,15.0,92.0,5.0
Under way using engine,12.2,109.0,109.0,Tanker,17.0,119.0,5.3
Under way using engine,10.6,9.0,11.0,Cargo,15.0,101.0,6.2
Under way using engine,11.7,5.5,7.0,Cargo,15.0,128.0,5.8
Under way using engine,3.1,40.2,34.0,Cargo,10.0,68.0,4.4
Under way using engine,16.4,115.3,117.0,Cargo,22.0,140.0,6.0
Under way using engine,12.0,178.0,176.0,Cargo,16.0,86.0,5.9
Under way using engine,11.5,330.9,330.0,Law enforcement,12.0,49.0,4.0
Under way using engine,11.5,282.6,279.0,Tanker,13.0,80.0,4.7
Under way using engine,10.3,187.1,189.0,Cargo,12.0,88.0,5.5
Under way using engine,8.2,186.8,183.0,Tanker,13.0,55.0,3.8
Under way using engine,8.2,186.0,182.0,Tanker,13.0,55.0,3.8
Under way using engine,12.4,343.5,344.0,Cargo,14.0,110.0,5.9
Under way using engine,11.2,185.2,184.0,Cargo,16.0,100.0,3.6
Engaged in fishing,7.8,62.8,54.0,Fishing,6.0,20.0,2.7
Under way using engine,8.9,318.7,316.0,Cargo,13.0,85.0,5.6
Under way using engine,8.0,161.8,162.0,Tanker,32.0,183.0,6.5
Under way using engine,11.6,330.4,330.0,Law enforcement,12.0,49.0,4.0
Under way using engine,16.7,34.4,33.0,Cargo,25.0,172.0,10.5
Under way using engine,13.3,161.7,160.0,Cargo,32.0,200.0,7.6
Under way using engine,12.0,147.1,147.0,Tanker,17.0,100.0,6.1
Under way using engine,10.6,335.0,335.0,Passenger,24.0,134.0,5.4
Under way using engine,11.5,311.8,314.0,Cargo,15.0,94.0,4.3
Under way using engine,11.2,299.8,298.0,Fishing,11.0,49.0,6.5
Constrained by her draught,12.3,63.4,61.0,Cargo,32.0,225.0,14.6
Under way using engine,11.0,319.6,320.0,Cargo,16.0,116.0,6.3
Under way using engine,18.0,340.9,339.0,Cargo,22.0,141.0,7.1
Under way using engine,10.2,158.4,157.0,Cargo,16.0,114.0,7.3
Under way using engine,13.8,192.2,191.0,Cargo,19.0,140.0,6.1
Under way using engine,10.1,84.0,82.0,Cargo,11.0,72.0,2.8
Under way using engine,10.2,158.4,157.0,Cargo,16.0,114.0,7.3
Under way using engine,9.4,137.0,137.0,Tug,20.0,126.0,4.8
Under way using engine,10.5,199.0,195.0,Tanker,13.0,87.0,5.7
Under way using engine,13.2,63.3,63.0,Military,20.0,139.0,6.3
Under way using engine,10.8,10.4,11.0,Cargo,15.0,110.0,5.7
Under way using engine,11.5,341.7,342.0,Fishing,11.0,53.0,7.2
Under way using engine,11.1,312.7,314.0,Cargo,15.0,94.0,4.3
Under way using engine,9.6,101.4,102.0,Cargo,13.0,88.0,5.5
Under way using engine,11.6,136.6,134.0,Cargo,14.0,90.0,5.9
Under way using engine,16.1,76.7,84.0,Cargo,25.0,184.0,9.9
Under way using engine,12.5,4.0,4.0,Tanker,32.0,194.0,9.6
Under way using engine,13.4,220.2,220.0,Tanker,32.0,183.0,11.2
Under way using engine,12.0,140.0,140.0,Tanker,17.0,119.0,5.3
Engaged in fishing,2.6,16.4,171.0,Fishing,5.0,12.0,3.2
Under way using engine,11.0,320.3,320.0,Cargo,16.0,116.0,6.3
Under way using engine,8.1,175.8,179.0,Cargo,15.0,114.0,6.4
Under way using engine,13.5,220.1,221.0,Tanker,32.0,183.0,11.2
Under way using engine,22.0,177.8,175.0,HSC,6.0,24.0,1.9
Under way using engine,8.8,318.9,315.0,Cargo,13.0,85.0,5.6
Under way using engine,11.5,310.9,311.0,Tanker,13.0,80.0,4.7
Under way using engine,11.1,316.9,318.0,Cargo,12.0,89.0,4.4
Under way using engine,17.9,344.1,342.0,Cargo,22.0,141.0,7.1
Under way using engine,15.5,168.6,164.0,Cargo,23.0,134.0,8.3
Under way using engine,12.8,341.8,342.0,Cargo,14.0,90.0,5.4
Under way using engine,11.2,18.0,20.0,Cargo,21.0,142.0,6.6
Engaged in fishing,2.6,217.0,215.0,Fishing,4.0,15.0,25.5
Under way using engine,9.5,100.5,100.0,Cargo,13.0,88.0,5.5
Under way using engine,9.5,113.7,116.0,Cargo,10.0,68.0,4.4
Under way using engine,11.4,109.7,108.0,Cargo,16.0,105.0,3.5
Under way using engine,14.0,41.6,184.0,Military,14.0,110.0,8.0
Under way using engine,16.5,115.0,116.0,Cargo,22.0,140.0,6.0
Under way using engine,13.3,339.1,338.0,Cargo,32.0,189.0,11.3
Under way using engine,10.7,11.1,10.0,Cargo,15.0,110.0,5.7
Under way using engine,13.3,338.6,339.0,Cargo,32.0,189.0,11.3
Under way using engine,13.8,321.8,323.0,Passenger,24.0,134.0,5.4
Under way sailing,12.1,349.6,348.0,Fishing,15.0,49.0,7.7
Under way using engine,12.0,27.5,27.0,Tanker,27.0,184.0,10.8
Under way using engine,9.0,346.7,348.0,Military,8.0,37.0,3.1
Under way using engine,12.6,310.4,310.0,Cargo,32.0,229.0,14.2
Under way using engine,12.1,26.7,26.0,Tanker,27.0,184.0,10.8
Under way using engine,17.1,335.9,335.0,Passenger,28.0,171.0,6.3
Under way using engine,7.5,61.7,63.0,Dredging,12.0,66.0,4.5
Under way using engine,12.0,173.3,170.0,Cargo,32.0,190.0,7.3
Constrained by her draught,12.3,38.6,36.0,Cargo,32.0,225.0,14.6
Under way using engine,18.8,338.2,337.0,Passenger,26.0,186.0,5.8
Under way using engine,18.8,338.3,337.0,Passenger,26.0,186.0,5.8
Under way using engine,9.6,9.8,12.0,Cargo,14.0,98.0,4.0
Under way using engine,11.2,18.0,20.0,Cargo,21.0,142.0,6.6
Under way using engine,8.6,4.0,1.0,Dredging,11.0,45.0,2.9
Under way using engine,14.4,331.5,330.0,Cargo,16.0,103.0,4.8
Under way using engine,10.2,160.8,159.0,Cargo,12.0,82.0,3.2
Under way using engine,16.8,23.2,22.0,Cargo,25.0,172.0,10.5
Under way using engine,13.2,163.7,158.0,Cargo,32.0,200.0,7.6
Under way using engine,12.1,327.0,330.0,Cargo,22.0,135.0,7.9
Under way using engine,10.1,113.8,115.0,Cargo,10.0,68.0,4.4
Under way using engine,16.1,97.5,98.0,Cargo,25.0,184.0,9.9
Under way using engine,11.7,137.1,134.0,Cargo,14.0,90.0,5.9
Under way using engine,17.7,69.2,68.0,Passenger,28.0,155.0,6.0
Under way using engine,16.0,161.8,164.0,Cargo,23.0,134.0,8.3
Under way using engine,11.3,310.1,310.0,Tanker,13.0,80.0,4.7
Under way using engine,11.8,139.0,140.0,Tanker,17.0,119.0,5.3
Under way using engine,10.2,204.0,206.0,Cargo,32.0,190.0,12.3
Under way using engine,14.5,331.4,330.0,Cargo,16.0,103.0,4.8
Under way using engine,9.2,175.7,174.0,Cargo,16.0,99.0,7.2
Under way using engine,12.8,62.8,63.0,Military,20.0,139.0,6.3
Under way using engine,12.3,174.1,176.0,Fishing,12.0,48.0,6.5
Under way using engine,9.7,56.1,59.0,Cargo,13.0,90.0,3.4
Under way using engine,11.0,319.5,319.0,Cargo,12.0,89.0,4.4
Under way using engine,19.1,142.6,142.0,Cargo,22.0,156.0,5.8
Under way using engine,11.7,136.0,133.0,Cargo,14.0,90.0,5.9
Under way using engine,8.9,158.3,160.0,Tanker,42.0,246.0,7.0
Under way using engine,9.6,57.6,58.0,Cargo,13.0,88.0,5.5
Under way using engine,11.0,296.3,300.0,Fishing,11.0,49.0,6.5
Under way using engine,9.1,2.5,1.0,Cargo,13.0,80.0,4.4
Under way using engine,8.7,6.2,0.0,Dredging,11.0,45.0,2.9
Under way using engine,9.5,138.0,136.0,Tug,20.0,126.0,4.8
Under way using engine,12.7,62.6,63.0,Military,20.0,139.0,6.3
Under way using engine,12.2,327.0,330.0,Cargo,22.0,135.0,7.9
Under way using engine,14.0,32.3,184.0,Military,14.0,110.0,8.0
Under way using engine,9.0,170.9,171.0,Cargo,12.0,83.0,3.7
Under way using engine,21.5,176.7,176.0,HSC,6.0,24.0,1.9
Under way using engine,13.4,163.0,171.0,Tanker,42.0,247.0,8.4
Under way using engine,16.4,114.0,115.0,Cargo,22.0,140.0,6.0
Under way using engine,12.3,327.0,330.0,Cargo,22.0,135.0,7.9
Under way using engine,12.7,341.9,340.0,Cargo,14.0,90.0,5.4
Under way using engine,13.1,172.0,182.0,Tanker,42.0,247.0,8.4
Under way using engine,9.0,346.2,348.0,Military,8.0,37.0,3.1
Under way using engine,10.6,113.0,113.0,Cargo,11.0,72.0,2.8
Under way using engine,8.4,159.7,161.0,Tanker,32.0,183.0,6.7
Under way using engine,7.6,46.4,172.0,Cargo,6.0,16.0,2.4
Under way using engine,16.9,31.7,31.0,Cargo,25.0,172.0,10.5
Under way using engine,9.3,158.4,160.0,Tanker,42.0,246.0,7.0
Under way using engine,17.6,337.8,339.0,Cargo,22.0,141.0,7.1
Under way using engine,12.5,180.1,176.0,Cargo,16.0,86.0,5.9
Under way using engine,13.1,193.0,194.0,Tanker,42.0,247.0,8.4
Under way using engine,12.1,175.6,178.0,Fishing,12.0,48.0,6.5
Under way using engine,11.4,350.0,350.0,Cargo,15.0,128.0,5.8
Constrained by her draught,12.2,35.5,33.0,Cargo,32.0,225.0,14.6
Under way using engine,17.9,337.8,339.0,Cargo,22.0,141.0,7.1
Under way using engine,12.7,134.7,134.0,Tanker,17.0,100.0,6.1
Under way using engine,16.9,16.7,12.0,Pilot,5.0,15.0,1.5
Under way using engine,11.1,310.7,315.0,Cargo,15.0,94.0,4.3
Under way using engine,14.4,192.7,195.0,Cargo,19.0,140.0,6.1
Under way using engine,12.7,134.5,134.0,Tanker,17.0,100.0,6.1
Under way using engine,12.7,350.2,349.0,Cargo,32.0,229.0,14.2
Under way using engine,12.8,160.6,160.0,Cargo,32.0,200.0,7.6
Under way using engine,12.0,119.8,118.0,Cargo,16.0,105.0,3.5
Under way using engine,10.6,7.8,11.0,Cargo,15.0,101.0,6.2
Under way using engine,10.2,181.3,184.0,Cargo,13.0,90.0,3.8
Under way using engine,16.3,97.6,98.0,Cargo,25.0,184.0,9.9
Under way using engine,19.0,135.7,135.0,Cargo,22.0,156.0,5.8
Under way using engine,9.7,136.9,135.0,Cargo,12.0,82.0,3.2
Under way using engine,18.9,136.5,137.0,Cargo,22.0,156.0,5.8
Under way using engine,22.0,172.3,173.0,HSC,6.0,24.0,1.9
Under way using engine,10.4,117.5,116.0,Cargo,16.0,105.0,3.5
Under way using engine,11.9,325.5,327.0,Law enforcement,12.0,49.0,4.0
Under way using engine,10.4,117.2,117.0,Cargo,10.0,68.0,4.4
Under way using engine,8.6,347.1,354.0,Cargo,13.0,88.0,5.4
Under way using engine,16.4,164.7,164.0,Cargo,23.0,134.0,8.3
Under way using engine,5.0,189.0,189.0,Tanker,13.0,87.0,5.7
Under way using engine,11.6,172.2,171.0,Cargo,32.0,190.0,7.3
Under way using engine,10.9,298.1,297.0,Fishing,11.0,49.0,6.5
Under way using engine,9.9,167.5,166.0,Cargo,16.0,100.0,3.6
Under way using engine,10.0,186.0,183.0,Cargo,12.0,88.0,5.5
Under way using engine,13.5,354.6,357.0,Fishing,11.0,53.0,7.2
Under way using engine,11.9,330.1,332.0,Law enforcement,12.0,49.0,4.0
Under way using engine,12.3,2.0,3.0,Tanker,32.0,194.0,9.6
Under way using engine,19.1,313.6,314.0,Passenger,26.0,186.0,5.8
Under way using engine,9.5,165.8,158.0,Cargo,15.0,92.0,5.0
Under way using engine,11.5,326.5,325.0,Cargo,16.0,116.0,6.3
Under way using engine,17.0,341.6,339.0,Passenger,28.0,171.0,6.3
Under way using engine,14.1,35.9,184.0,Military,14.0,110.0,8.0
Under way using engine,13.6,186.3,190.0,Tanker,32.0,183.0,11.2
Under way using engine,10.6,324.6,329.0,Cargo,12.0,89.0,4.4
Under way using engine,19.1,312.8,313.0,Passenger,26.0,186.0,5.8
Under way using engine,6.7,134.4,135.0,Cargo,32.0,189.0,6.3
Under way using engine,9.5,138.7,140.0,Cargo,13.0,88.0,5.5
Under way using engine,17.0,327.7,324.0,Passenger,28.0,171.0,6.3
Under way using engine,14.3,58.1,56.0,Cargo,20.0,100.0,5.6
Under way using engine,17.0,94.2,94.0,Cargo,22.0,140.0,6.0
Under way using engine,10.8,334.0,335.0,Tanker,17.0,106.0,5.0
Under way using engine,11.5,209.0,210.0,Cargo,32.0,190.0,12.3
Under way using engine,14.2,58.5,56.0,Cargo,20.0,100.0,5.6
Under way using engine,6.8,133.2,135.0,Cargo,32.0,189.0,6.3
Under way using engine,12.6,62.9,62.0,Military,20.0,139.0,6.3
Under way using engine,13.1,347.9,347.0,Cargo,32.0,189.0,11.3
Under way using engine,9.8,136.0,138.0,Cargo,11.0,72.0,2.8
Under way using engine,9.3,317.2,313.0,Cargo,13.0,85.0,5.6
Under way using engine,22.0,171.5,173.0,HSC,6.0,24.0,1.9
Under way using engine,8.8,63.2,63.0,Dredging,12.0,66.0,4.5
Under way using engine,18.1,75.7,77.0,Passenger,28.0,155.0,6.0
Under way using engine,10.1,157.6,157.0,Cargo,16.0,114.0,7.3
Under way using engine,17.8,44.4,44.0,Cargo,25.0,172.0,10.5
Under way using engine,11.6,325.5,326.0,Cargo,16.0,116.0,6.3
Under way sailing,11.7,350.3,348.0,Fishing,15.0,49.0,7.7
Under way using engine,11.8,126.0,127.0,Cargo,14.0,90.0,5.9
Under way using engine,7.6,5.0,9.0,Cargo,13.0,88.0,5.4
Under way using engine,16.3,98.1,98.0,Cargo,25.0,184.0,9.9
Under way using engine,11.0,291.5,289.0,Fishing,11.0,49.0,6.5
Under way sailing,11.7,350.0,347.0,Fishing,15.0,49.0,7.7
Under way using engine,14.6,328.5,330.0,Cargo,16.0,103.0,4.8
Under way using engine,17.8,44.0,44.0,Cargo,25.0,172.0,10.5
Under way using engine,12.1,135.0,136.0,Tanker,17.0,119.0,5.3
Under way using engine,10.5,312.6,313.0,Tanker,13.0,80.0,4.7
Under way using engine,10.1,355.0,356.0,Tanker,9.0,50.0,3.0
Under way using engine,7.6,38.5,172.0,Cargo,6.0,16.0,2.4
Restricted maneuverability,5.6,339.6,341.0,Towing long/wide,8.0,24.0,2.8
Under way using engine,10.2,183.0,185.0,Cargo,13.0,90.0,3.8
Under way using engine,11.8,31.6,30.0,Tanker,27.0,184.0,10.8
Under way using engine,14.7,56.8,55.0,Cargo,20.0,100.0,5.6
Under way using engine,9.5,27.2,22.0,Cargo,13.0,90.0,3.4
Under way using engine,7.0,179.0,183.0,Cargo,25.0,148.0,7.4
Under way using engine,12.2,135.0,136.0,Tanker,17.0,119.0,5.3
Under way using engine,11.7,141.5,139.0,Cargo,32.0,190.0,7.3
Under way using engine,19.1,136.7,139.0,Cargo,22.0,156.0,5.8
Under way using engine,14.6,327.5,330.0,Cargo,16.0,103.0,4.8
Under way using engine,10.7,336.0,337.0,Tanker,17.0,106.0,5.0
Under way using engine,11.9,30.7,31.0,Tanker,27.0,184.0,10.8
Under way using engine,7.1,218.6,224.0,Tanker,13.0,55.0,3.8
Under way using engine,8.3,325.1,328.0,Cargo,15.0,110.0,5.7
